3#__tn,3$__tt,5$__idx,1$__cid
idx__3288,tt__raghu_ramakrishnan,1,1.0
tt__raghu_ramakrishnan,cid__author_2,1.0,1
idx__3288,tt__probabilistic_optimization_of_top_n_queries,1,1.0
tt__probabilistic_optimization_of_top_n_queries,cid__title,1.0,1
idx__3288,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3288,tn__1999,1,1
tn__1999,cid__year,1,1
idx__3289,tt__paul_brown,1,1.0
tt__paul_brown,cid__author_1,1.0,1
idx__3289,tt__michael_stonebraker,1,1.0
tt__michael_stonebraker,cid__author_2,1.0,1
idx__3289,tt__bigsur_a_system_for_the_management_of_earth_science_data,1,1.0
tt__bigsur_a_system_for_the_management_of_earth_science_data,cid__title,1.0,1
idx__3289,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3289,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3290,tt__arnon_rosenthal,1,1.0
tt__arnon_rosenthal,cid__author_1,1.0,1
idx__3290,tt__edward_lafferty,1,1.0
tt__edward_lafferty,cid__author_2,1.0,1
idx__3290,tt__leonard_j_seligman,1,1.0
tt__leonard_j_seligman,cid__author_3,1.0,1
idx__3290,tt__catherine_d_mccollum,1,1.0
tt__catherine_d_mccollum,cid__author_4,1.0,1
idx__3290,tt__data_management_research_at_the_mitre_corporation,1,1.0
tt__data_management_research_at_the_mitre_corporation,cid__title,1.0,1
idx__3290,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3290,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3291,tt__carmem_s_hara,1,1.0
tt__carmem_s_hara,cid__author_1,1.0,1
idx__3291,tt__susan_b_davidson,1,1.0
tt__susan_b_davidson,cid__author_2,1.0,1
idx__3291,tt__yi_chen,1,1.0
tt__yi_chen,cid__author_3,1.0,1
idx__3291,tt__yifeng_zheng,1,1.0
tt__yifeng_zheng,cid__author_4,1.0,1
idx__3291,tt__rrxf_redundancy_reducing_xml_storage_in_relations,1,1.0
tt__rrxf_redundancy_reducing_xml_storage_in_relations,cid__title,1.0,1
idx__3291,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3291,tn__2003,1,1
tn__2003,cid__year,1,1
idx__3292,tt__sirish_chandrasekaran,1,1.0
tt__sirish_chandrasekaran,cid__author_1,1.0,1
idx__3292,tt__michael_j_franklin,1,1.0
tt__michael_j_franklin,cid__author_2,1.0,1
idx__3292,tt__psoup_a_system_for_streaming_queries_over_streaming_data,1,1.0
tt__psoup_a_system_for_streaming_queries_over_streaming_data,cid__title,1.0,1
idx__3292,tt__vldb_j,1,1.0
tt__vldb_j,cid__venue,1.0,1
idx__3292,tn__2003,1,1
tn__2003,cid__year,1,1
idx__3293,tt__ahmed_k_elmagarmid,1,1.0
tt__ahmed_k_elmagarmid,cid__author_1,1.0,1
idx__3293,tt__athman_bouguettaya,1,1.0
tt__athman_bouguettaya,cid__author_2,1.0,1
idx__3293,tt__mourad_ouzzani,1,1.0
tt__mourad_ouzzani,cid__author_3,1.0,1
idx__3293,tt__brahim_medjahed,1,1.0
tt__brahim_medjahed,cid__author_4,1.0,1
idx__3293,tt__ontologybased_support_for_digital_government,1,1.0
tt__ontologybased_support_for_digital_government,cid__title,1.0,1
idx__3293,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3293,tn__2001,1,1
tn__2001,cid__year,1,1
idx__3294,tt__benjamin_nguyen,1,1.0
tt__benjamin_nguyen,cid__author_1,1.0,1
idx__3294,tt__serge_abiteboul,1,1.0
tt__serge_abiteboul,cid__author_2,1.0,1
idx__3294,tt__gregory_cobena,1,1.0
tt__gregory_cobena,cid__author_3,1.0,1
idx__3294,tt__mihai_preda,1,1.0
tt__mihai_preda,cid__author_4,1.0,1
idx__3294,tt__monitoring_xml_data_on_the_web,1,1.0
tt__monitoring_xml_data_on_the_web,cid__title,1.0,1
idx__3294,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3294,tn__2001,1,1
tn__2001,cid__year,1,1
idx__3295,tt__umeshwar_dayal,1,1.0
tt__umeshwar_dayal,cid__author_1,1.0,1
idx__3295,tt__surajit_chaudhuri,1,1.0
tt__surajit_chaudhuri,cid__author_2,1.0,1
idx__3295,tt__tak_w_yan,1,1.0
tt__tak_w_yan,cid__author_3,1.0,1
idx__3295,tt__join_queries_with_external_text_sources_execution_and_optimization_techniques,1,1.0
tt__join_queries_with_external_text_sources_execution_and_optimization_techniques,cid__title,1.0,1
idx__3295,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3295,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3296,tt__hongjun_lu,1,1.0
tt__hongjun_lu,cid__author_1,1.0,1
idx__3296,tt__huan_liu,1,1.0
tt__huan_liu,cid__author_2,1.0,1
idx__3296,tt__rudy_setiono,1,1.0
tt__rudy_setiono,cid__author_3,1.0,1
idx__3296,tt__neurorule_a_connectionist_approach_to_data_mining,1,1.0
tt__neurorule_a_connectionist_approach_to_data_mining,cid__title,1.0,1
idx__3296,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3296,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3297,tt__richard_t_snodgrass,1,1.0
tt__richard_t_snodgrass,cid__author_1,1.0,1
idx__3297,tt__chairs_message,1,1.0
tt__chairs_message,cid__title,1.0,1
idx__3297,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3297,tn__1998,1,1
tn__1998,cid__year,1,1
idx__3298,tt__jennifer_widom,1,1.0
tt__jennifer_widom,cid__author_1,1.0,1
idx__3298,tt__editors_notes,1,1.0
tt__editors_notes,cid__title,1.0,1
idx__3298,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3298,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3299,tt__michel_schneider,1,1.0
tt__michel_schneider,cid__author_1,1.0,1
idx__3299,tt__jrme_darmont,1,1.0
tt__jrme_darmont,cid__author_2,1.0,1
idx__3299,tt__voodb_a_generic_discreteevent_random_simulation_model_to_evaluate_the_performances_of_oodbs,1,1.0
tt__voodb_a_generic_discreteevent_random_simulation_model_to_evaluate_the_performances_of_oodbs,cid__title,1.0,1
idx__3299,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3299,tn__1999,1,1
tn__1999,cid__year,1,1
idx__3300,tt__tanu_malik,1,1.0
tt__tanu_malik,cid__author_1,1.0,1
idx__3300,tt__jordan_raddick,1,1.0
tt__jordan_raddick,cid__author_2,1.0,1
idx__3300,tt__alexander_s_szalay,1,1.0
tt__alexander_s_szalay,cid__author_3,1.0,1
idx__3300,tt__peter_z_kunszt,1,1.0
tt__peter_z_kunszt,cid__author_4,1.0,1
idx__3300,tt__the_sdss_skyserver_public_access_to_the_sloan_digital_sky_server_data,1,1.0
tt__the_sdss_skyserver_public_access_to_the_sloan_digital_sky_server_data,cid__title,1.0,1
idx__3300,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3300,tn__2002,1,1
tn__2002,cid__year,1,1
idx__3301,tt__hansjrg_schek,1,1.0
tt__hansjrg_schek,cid__author_1,1.0,1
idx__3301,tt__panel_future_directions_of_database_research_the_vldb_broadening_strateg_part_1,1,1.0
tt__panel_future_directions_of_database_research_the_vldb_broadening_strateg_part_1,cid__title,1.0,1
idx__3301,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3301,tn__2000,1,1
tn__2000,cid__year,1,1
idx__3302,tt__elke_a_rundensteiner,1,1.0
tt__elke_a_rundensteiner,cid__author_1,1.0,1
idx__3302,tt__gail_mitchell,1,1.0
tt__gail_mitchell,cid__author_2,1.0,1
idx__3302,tt__wangchien_lee,1,1.0
tt__wangchien_lee,cid__author_3,1.0,1
idx__3302,tt__harumi_a_kuno,1,1.0
tt__harumi_a_kuno,cid__author_4,1.0,1
idx__3302,tt__gangam_a_solution_to_support_multiple_data_model_their_mappings_and_maintenance,1,1.0
tt__gangam_a_solution_to_support_multiple_data_model_their_mappings_and_maintenance,cid__title,1.0,1
idx__3302,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3302,tn__2001,1,1
tn__2001,cid__year,1,1
idx__3303,tt__v_tucakov,1,1.0
tt__v_tucakov,cid__author_1,1.0,1
idx__3303,tt__raymond_t_ng,1,1.0
tt__raymond_t_ng,cid__author_2,1.0,1
idx__3303,tt__edwin_m_knorr,1,1.0
tt__edwin_m_knorr,cid__author_3,1.0,1
idx__3303,tt__distancebased_outliers_algorithms_and_applications,1,1.0
tt__distancebased_outliers_algorithms_and_applications,cid__title,1.0,1
idx__3303,tt__vldb_j,1,1.0
tt__vldb_j,cid__venue,1.0,1
idx__3303,tn__2000,1,1
tn__2000,cid__year,1,1
idx__3304,tt__christopher_ahlberg,1,1.0
tt__christopher_ahlberg,cid__author_1,1.0,1
idx__3304,tt__spotfire_an_information_exploration_environment,1,1.0
tt__spotfire_an_information_exploration_environment,cid__title,1.0,1
idx__3304,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3304,tn__1996,1,1
tn__1996,cid__year,1,1
idx__3305,tt__johann_christoph_freytag,1,1.0
tt__johann_christoph_freytag,cid__author_1,1.0,1
idx__3305,tt__felix_naumann,1,1.0
tt__felix_naumann,cid__author_2,1.0,1
idx__3305,tt__ulf_leser,1,1.0
tt__ulf_leser,cid__author_3,1.0,1
idx__3305,tt__qualitydriven_integration_of_heterogenous_information_systems,1,1.0
tt__qualitydriven_integration_of_heterogenous_information_systems,cid__title,1.0,1
idx__3305,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3305,tn__1999,1,1
tn__1999,cid__year,1,1
idx__3306,tt__egbertjan_sol,1,1.0
tt__egbertjan_sol,cid__author_1,1.0,1
idx__3306,tt__ambient_intelligence_with_the_ubiquitous_networ_the_embedded_computer_devices_and_the_hidden_databases_abstract,1,1.0
tt__ambient_intelligence_with_the_ubiquitous_networ_the_embedded_computer_devices_and_the_hidden_databases_abstract,cid__title,1.0,1
idx__3306,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3306,tn__2001,1,1
tn__2001,cid__year,1,1
idx__3307,tt__christos_faloutsos,1,1.0
tt__christos_faloutsos,cid__author_1,1.0,1
idx__3307,tt__bernhard_seeger,1,1.0
tt__bernhard_seeger,cid__author_2,1.0,1
idx__3307,tt__caetano_traina_jr,1,1.0
tt__caetano_traina_jr,cid__author_3,1.0,1
idx__3307,tt__agma_j_m_traina,1,1.0
tt__agma_j_m_traina,cid__author_4,1.0,1
idx__3307,tt__spatial_join_selectivity_using_power_laws,1,1.0
tt__spatial_join_selectivity_using_power_laws,cid__title,1.0,1
idx__3307,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3307,tn__2000,1,1
tn__2000,cid__year,1,1
idx__3308,tt__phillip_m_fernandez,1,1.0
tt__phillip_m_fernandez,cid__author_1,1.0,1
idx__3308,tt__red_brick_warehouse_a_readmostly_rdbms_for_open_smp_platforms,1,1.0
tt__red_brick_warehouse_a_readmostly_rdbms_for_open_smp_platforms,cid__title,1.0,1
idx__3308,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3308,tn__1994,1,1
tn__1994,cid__year,1,1
idx__3309,tt__arie_segev,1,1.0
tt__arie_segev,cid__author_1,1.0,1
idx__3309,tt__richard_t_snodgrass,1,1.0
tt__richard_t_snodgrass,cid__author_2,1.0,1
idx__3309,tt__christian_s_jensen,1,1.0
tt__christian_s_jensen,cid__author_3,1.0,1
idx__3309,tt__report_on_the_1995_international_workshop_on_temporal_databases,1,1.0
tt__report_on_the_1995_international_workshop_on_temporal_databases,cid__title,1.0,1
idx__3309,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3309,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3310,tt__ilker_durusoy,1,1.0
tt__ilker_durusoy,cid__author_1,1.0,1
idx__3310,tt__cetin_ozkan,1,1.0
tt__cetin_ozkan,cid__author_2,1.0,1
idx__3310,tt__mehmet_altinel,1,1.0
tt__mehmet_altinel,cid__author_3,1.0,1
idx__3310,tt__asuman_dogac,1,1.0
tt__asuman_dogac,cid__author_4,1.0,1
idx__3310,tt__implementation_aspects_of_an_objectoriented_dbms,1,1.0
tt__implementation_aspects_of_an_objectoriented_dbms,cid__title,1.0,1
idx__3310,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3310,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3311,tt__atul_adya,1,1.0
tt__atul_adya,cid__author_1,1.0,1
idx__3311,tt__liuba_shrira,1,1.0
tt__liuba_shrira,cid__author_2,1.0,1
idx__3311,tt__miguel_castro,1,1.0
tt__miguel_castro,cid__author_3,1.0,1
idx__3311,tt__robert_gruber,1,1.0
tt__robert_gruber,cid__author_4,1.0,1
idx__3311,tt__safe_and_efficient_sharing_of_persistent_objects_in_thor,1,1.0
tt__safe_and_efficient_sharing_of_persistent_objects_in_thor,cid__title,1.0,1
idx__3311,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3311,tn__1996,1,1
tn__1996,cid__year,1,1
idx__3312,tt__cyrus_shahabi,1,1.0
tt__cyrus_shahabi,cid__author_1,1.0,1
idx__3312,tt__mohammad_r_kolahdouzan,1,1.0
tt__mohammad_r_kolahdouzan,cid__author_2,1.0,1
idx__3312,tt__craig_a_knoblock,1,1.0
tt__craig_a_knoblock,cid__author_3,1.0,1
idx__3312,tt__jos_luis_ambite,1,1.0
tt__jos_luis_ambite,cid__author_4,1.0,1
idx__3312,tt__the_worlinfo_assistant_spatiotemporal_information_integration_on_the_web,1,1.0
tt__the_worlinfo_assistant_spatiotemporal_information_integration_on_the_web,cid__title,1.0,1
idx__3312,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3312,tn__2001,1,1
tn__2001,cid__year,1,1
idx__3313,tt__panos_constantopoulos,1,1.0
tt__panos_constantopoulos,cid__author_1,1.0,1
idx__3313,tt__yannis_vassiliou,1,1.0
tt__yannis_vassiliou,cid__author_2,1.0,1
idx__3313,tt__matthias_jarke,1,1.0
tt__matthias_jarke,cid__author_3,1.0,1
idx__3313,tt__john_mylopoulos,1,1.0
tt__john_mylopoulos,cid__author_4,1.0,1
idx__3313,tt__the_software_information_base_a_server_for_reuse,1,1.0
tt__the_software_information_base_a_server_for_reuse,cid__title,1.0,1
idx__3313,tt__vldb_j,1,1.0
tt__vldb_j,cid__venue,1.0,1
idx__3313,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3314,tt__suzanne_w_dietrich,1,1.0
tt__suzanne_w_dietrich,cid__author_1,1.0,1
idx__3314,tt__forouzan_golshani,1,1.0
tt__forouzan_golshani,cid__author_2,1.0,1
idx__3314,tt__susan_darling_urban,1,1.0
tt__susan_darling_urban,cid__author_3,1.0,1
idx__3314,tt__database_research_at_arizona_state_university,1,1.0
tt__database_research_at_arizona_state_university,cid__title,1.0,1
idx__3314,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3314,tn__1996,1,1
tn__1996,cid__year,1,1
idx__3315,tt__giuseppe_psaila,1,1.0
tt__giuseppe_psaila,cid__author_1,1.0,1
idx__3315,tt__stefano_ceri,1,1.0
tt__stefano_ceri,cid__author_2,1.0,1
idx__3315,tt__stefano_paraboschi,1,1.0
tt__stefano_paraboschi,cid__author_3,1.0,1
idx__3315,tt__piero_fraternali,1,1.0
tt__piero_fraternali,cid__author_4,1.0,1
idx__3315,tt__the_algres_testbed_of_chimera_an_active_objectoriented_database_system,1,1.0
tt__the_algres_testbed_of_chimera_an_active_objectoriented_database_system,cid__title,1.0,1
idx__3315,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3315,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3316,tt__ling_liu,1,1.0
tt__ling_liu,cid__author_1,1.0,1
idx__3316,tt__editors_notes,1,1.0
tt__editors_notes,cid__title,1.0,1
idx__3316,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3316,tn__2002,1,1
tn__2002,cid__year,1,1
idx__3317,tt__kamar_aulakh,1,1.0
tt__kamar_aulakh,cid__author_1,1.0,1
idx__3317,tt__about_quark_digital_media_system,1,1.0
tt__about_quark_digital_media_system,cid__title,1.0,1
idx__3317,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3317,tn__1998,1,1
tn__1998,cid__year,1,1
idx__3318,tt__duri_schmidt,1,1.0
tt__duri_schmidt,cid__author_1,1.0,1
idx__3318,tt__angelika_kotz_dittrich,1,1.0
tt__angelika_kotz_dittrich,cid__author_2,1.0,1
idx__3318,tt__werner_dreyer,1,1.0
tt__werner_dreyer,cid__author_3,1.0,1
idx__3318,tt__research_perspectives_for_time_series_management_systems,1,1.0
tt__research_perspectives_for_time_series_management_systems,cid__title,1.0,1
idx__3318,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3318,tn__1994,1,1
tn__1994,cid__year,1,1
idx__3319,tt__goetz_graefe,1,1.0
tt__goetz_graefe,cid__author_1,1.0,1
idx__3319,tt__william_oconnell,1,1.0
tt__william_oconnell,cid__author_2,1.0,1
idx__3319,tt__andrew_witkowski,1,1.0
tt__andrew_witkowski,cid__author_3,1.0,1
idx__3319,tt__collaborative_analytical_processing_dream_or_reality_panel_abstract,1,1.0
tt__collaborative_analytical_processing_dream_or_reality_panel_abstract,cid__title,1.0,1
idx__3319,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3319,tn__2001,1,1
tn__2001,cid__year,1,1
idx__3320,tt__shiang_chen_liew,1,1.0
tt__shiang_chen_liew,cid__author_1,1.0,1
idx__3320,tt__senqiang_zhou,1,1.0
tt__senqiang_zhou,cid__author_2,1.0,1
idx__3320,tt__ke_wang,1,1.0
tt__ke_wang,cid__author_3,1.0,1
idx__3320,tt__building_hierarchical_classifiers_using_class_proximity,1,1.0
tt__building_hierarchical_classifiers_using_class_proximity,cid__title,1.0,1
idx__3320,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3320,tn__1999,1,1
tn__1999,cid__year,1,1
idx__3321,tt__p_hasselmayer,1,1.0
tt__p_hasselmayer,cid__author_1,1.0,1
idx__3321,tt__mariano_cilia,1,1.0
tt__mariano_cilia,cid__author_2,1.0,1
idx__3321,tt__alejandro_p_buchmann,1,1.0
tt__alejandro_p_buchmann,cid__author_3,1.0,1
idx__3321,tt__profiling_and_internet_connectivity_in_automotive_environments,1,1.0
tt__profiling_and_internet_connectivity_in_automotive_environments,cid__title,1.0,1
idx__3321,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3321,tn__2002,1,1
tn__2002,cid__year,1,1
idx__3322,tt__ling_liu,1,1.0
tt__ling_liu,cid__author_1,1.0,1
idx__3322,tt__calton_pu,1,1.0
tt__calton_pu,cid__author_2,1.0,1
idx__3322,tt__tong_zhou,1,1.0
tt__tong_zhou,cid__author_3,1.0,1
idx__3322,tt__tam_a_system_for_dynamic_transactional_activity_management,1,1.0
tt__tam_a_system_for_dynamic_transactional_activity_management,cid__title,1.0,1
idx__3322,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3322,tn__1999,1,1
tn__1999,cid__year,1,1
idx__3323,tt__sergey_brin,1,1.0
tt__sergey_brin,cid__author_1,1.0,1
idx__3323,tt__craig_silverstein,1,1.0
tt__craig_silverstein,cid__author_2,1.0,1
idx__3323,tt__rajeev_motwani,1,1.0
tt__rajeev_motwani,cid__author_3,1.0,1
idx__3323,tt__jeffrey_d_ullman,1,1.0
tt__jeffrey_d_ullman,cid__author_4,1.0,1
idx__3323,tt__scalable_techniques_for_mining_causal_structures,1,1.0
tt__scalable_techniques_for_mining_causal_structures,cid__title,1.0,1
idx__3323,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3323,tn__1998,1,1
tn__1998,cid__year,1,1
idx__3324,tt__karthikeyan_ramasamy,1,1.0
tt__karthikeyan_ramasamy,cid__author_1,1.0,1
idx__3324,tt__prasad_deshpande,1,1.0
tt__prasad_deshpande,cid__author_2,1.0,1
idx__3324,tt__amit_shukla,1,1.0
tt__amit_shukla,cid__author_3,1.0,1
idx__3324,tt__jeffrey_f_naughton,1,1.0
tt__jeffrey_f_naughton,cid__author_4,1.0,1
idx__3324,tt__caching_multidimensional_queries_using_chunks,1,1.0
tt__caching_multidimensional_queries_using_chunks,cid__title,1.0,1
idx__3324,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3324,tn__1998,1,1
tn__1998,cid__year,1,1
idx__3325,tt__hector_garciamolina,1,1.0
tt__hector_garciamolina,cid__author_1,1.0,1
idx__3325,tt__sergey_brin,1,1.0
tt__sergey_brin,cid__author_2,1.0,1
idx__3325,tt__james_davis,1,1.0
tt__james_davis,cid__author_3,1.0,1
idx__3325,tt__copy_detection_mechanisms_for_digital_documents,1,1.0
tt__copy_detection_mechanisms_for_digital_documents,cid__title,1.0,1
idx__3325,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3325,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3326,tt__yannis_kotidis,1,1.0
tt__yannis_kotidis,cid__author_1,1.0,1
idx__3326,tt__christos_faloutsos,1,1.0
tt__christos_faloutsos,cid__author_2,1.0,1
idx__3326,tt__flip_korn,1,1.0
tt__flip_korn,cid__author_3,1.0,1
idx__3326,tt__alexandros_labrinidis,1,1.0
tt__alexandros_labrinidis,cid__author_4,1.0,1
idx__3326,tt__ratio_rules_a_new_paradigm_for_fas_quantifiable_data_mining,1,1.0
tt__ratio_rules_a_new_paradigm_for_fas_quantifiable_data_mining,cid__title,1.0,1
idx__3326,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3326,tn__1998,1,1
tn__1998,cid__year,1,1
idx__3327,tt__david_j_dewitt,1,1.0
tt__david_j_dewitt,cid__author_1,1.0,1
idx__3327,tt__mark_d_hill,1,1.0
tt__mark_d_hill,cid__author_2,1.0,1
idx__3327,tt__anastassia_ailamaki,1,1.0
tt__anastassia_ailamaki,cid__author_3,1.0,1
idx__3327,tt__data_page_layouts_for_relational_databases_on_deep_memory_hierarchies,1,1.0
tt__data_page_layouts_for_relational_databases_on_deep_memory_hierarchies,cid__title,1.0,1
idx__3327,tt__vldb_j,1,1.0
tt__vldb_j,cid__venue,1.0,1
idx__3327,tn__2002,1,1
tn__2002,cid__year,1,1
idx__3328,tt__ulrich_gntzer,1,1.0
tt__ulrich_gntzer,cid__author_1,1.0,1
idx__3328,tt__werner_kieling,1,1.0
tt__werner_kieling,cid__author_2,1.0,1
idx__3328,tt__wolftilo_balke,1,1.0
tt__wolftilo_balke,cid__author_3,1.0,1
idx__3328,tt__optimizing_multifeature_queries_for_image_databases,1,1.0
tt__optimizing_multifeature_queries_for_image_databases,cid__title,1.0,1
idx__3328,tt__vldb,1,1.0
tt__vldb,cid__venue,1.0,1
idx__3328,tn__2000,1,1
tn__2000,cid__year,1,1
idx__3329,tt__rafael_alonso,1,1.0
tt__rafael_alonso,cid__author_1,1.0,1
idx__3329,tt__trade_press_news,1,1.0
tt__trade_press_news,cid__title,1.0,1
idx__3329,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3329,tn__1995,1,1
tn__1995,cid__year,1,1
idx__3330,tt__letizia_tanca,1,1.0
tt__letizia_tanca,cid__author_1,1.0,1
idx__3330,tt__stefano_ceri,1,1.0
tt__stefano_ceri,cid__author_2,1.0,1
idx__3330,tt__piero_fraternali,1,1.0
tt__piero_fraternali,cid__author_3,1.0,1
idx__3330,tt__stefano_paraboschi,1,1.0
tt__stefano_paraboschi,cid__author_4,1.0,1
idx__3330,tt__automatic_generation_of_production_rules_for_integrity_maintenance,1,1.0
tt__automatic_generation_of_production_rules_for_integrity_maintenance,cid__title,1.0,1
idx__3330,tt__acm_trans_database_syst,1,1.0
tt__acm_trans_database_syst,cid__venue,1.0,1
idx__3330,tn__1994,1,1
tn__1994,cid__year,1,1
idx__3331,tt__amr_el_abbadi,1,1.0
tt__amr_el_abbadi,cid__author_1,1.0,1
idx__3331,tt__mirek_riedewald,1,1.0
tt__mirek_riedewald,cid__author_2,1.0,1
idx__3331,tt__divyakant_agrawal,1,1.0
tt__divyakant_agrawal,cid__author_3,1.0,1
idx__3331,tt__efficient_integration_and_aggregation_of_historical_information,1,1.0
tt__efficient_integration_and_aggregation_of_historical_information,cid__title,1.0,1
idx__3331,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3331,tn__2002,1,1
tn__2002,cid__year,1,1
idx__3332,tt__michael_j_franklin,1,1.0
tt__michael_j_franklin,cid__author_1,1.0,1
idx__3332,tt__michael_j_carey,1,1.0
tt__michael_j_carey,cid__author_2,1.0,1
idx__3332,tt__miron_livny,1,1.0
tt__miron_livny,cid__author_3,1.0,1
idx__3332,tt__transactional_clientserver_cache_consistency_alternatives_and_performance,1,1.0
tt__transactional_clientserver_cache_consistency_alternatives_and_performance,cid__title,1.0,1
idx__3332,tt__acm_trans_database_syst,1,1.0
tt__acm_trans_database_syst,cid__venue,1.0,1
idx__3332,tn__1997,1,1
tn__1997,cid__year,1,1
idx__3333,tt__ralph_busse,1,1.0
tt__ralph_busse,cid__author_1,1.0,1
idx__3333,tt__michael_j_carey,1,1.0
tt__michael_j_carey,cid__author_2,1.0,1
idx__3333,tt__daniela_florescu,1,1.0
tt__daniela_florescu,cid__author_3,1.0,1
idx__3333,tt__martin_l_kersten,1,1.0
tt__martin_l_kersten,cid__author_4,1.0,1
idx__3333,tt__why_and_how_to_benchmark_xml_databases,1,1.0
tt__why_and_how_to_benchmark_xml_databases,cid__title,1.0,1
idx__3333,tt__sigmod_record,1,1.0
tt__sigmod_record,cid__venue,1.0,1
idx__3333,tn__2001,1,1
tn__2001,cid__year,1,1
idx__3334,tt__mehul_a_shah,1,1.0
tt__mehul_a_shah,cid__author_1,1.0,1
idx__3334,tt__sirish_chandrasekaran,1,1.0
tt__sirish_chandrasekaran,cid__author_2,1.0,1
idx__3334,tt__faulttoleran_loadbalancing_queries_in_telegraph,1,1.0
tt__faulttoleran_loadbalancing_queries_in_telegraph,cid__title,1.0,1
idx__3334,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3334,tn__2001,1,1
tn__2001,cid__year,1,1
idx__3335,tt__kenneth_c_sevcik,1,1.0
tt__kenneth_c_sevcik,cid__author_1,1.0,1
idx__3335,tt__nick_koudas,1,1.0
tt__nick_koudas,cid__author_2,1.0,1
idx__3335,tt__size_separation_spatial_join,1,1.0
tt__size_separation_spatial_join,cid__title,1.0,1
idx__3335,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3335,tn__1997,1,1
tn__1997,cid__year,1,1
idx__3336,tt__brigitte_krll,1,1.0
tt__brigitte_krll,cid__author_1,1.0,1
idx__3336,tt__peter_widmayer,1,1.0
tt__peter_widmayer,cid__author_2,1.0,1
idx__3336,tt__distributing_a_search_tree_among_a_growing_number_of_processors,1,1.0
tt__distributing_a_search_tree_among_a_growing_number_of_processors,cid__title,1.0,1
idx__3336,tt__sigmod_conference,1,1.0
tt__sigmod_conference,cid__venue,1.0,1
idx__3336,tn__1994,1,1
tn__1994,cid__year,1,1
